date,category,vaccination,units
16-09-2021,18+ Age 1st Dose,578646751,vaccination in absolute number
16-09-2021,18+ Age 24hr Vaccination,3747004,vaccination in absolute number
15-09-2021,18+ Age 1st Dose,574657255,vaccination in absolute number
15-09-2021,18+ Age 24hr Vaccination,3737043,vaccination in absolute number
14-09-2021,18+ Age 1st Dose,570511241,vaccination in absolute number
14-09-2021,18+ Age 24hr Vaccination,5268091,vaccination in absolute number
13-09-2021,18+ Age 1st Dose,564834748,vaccination in absolute number
13-09-2021,18+ Age 24hr Vaccination,3521708,vaccination in absolute number
12-09-2021,18+ Age 1st Dose,561101965,vaccination in absolute number
12-09-2021,18+ Age 24hr Vaccination,4320048,vaccination in absolute number
11-09-2021,18+ Age 1st Dose,556541427,vaccination in absolute number
11-09-2021,18+ Age 24hr Vaccination,4494797,vaccination in absolute number
10-09-2021,18+ Age 1st Dose,551843120,vaccination in absolute number
10-09-2021,18+ Age 24hr Vaccination,4632972,vaccination in absolute number
09-09-2021,18+ Age 1st Dose,546897006,vaccination in absolute number
09-09-2021,18+ Age 24hr Vaccination,6038299,vaccination in absolute number
08-09-2021,18+ Age 1st Dose,540557826,vaccination in absolute number
08-09-2021,18+ Age 24hr Vaccination,5345400,vaccination in absolute number
07-09-2021,18+ Age 1st Dose,534715823,vaccination in absolute number
07-09-2021,18+ Age 24hr Vaccination,8208620,vaccination in absolute number
06-09-2021,18+ Age 1st Dose,526381797,vaccination in absolute number
06-09-2021,18+ Age 24hr Vaccination,1560802,vaccination in absolute number
05-09-2021,18+ Age 1st Dose,524546930,vaccination in absolute number
05-09-2021,18+ Age 24hr Vaccination,4449338,vaccination in absolute number
04-09-2021,18+ Age 1st Dose,519866213,vaccination in absolute number
04-09-2021,18+ Age 24hr Vaccination,4050715,vaccination in absolute number
03-09-2021,18+ Age 1st Dose,515531338,vaccination in absolute number
03-09-2021,18+ Age 24hr Vaccination,5390051,vaccination in absolute number
02-09-2021,18+ Age 1st Dose,509799626,vaccination in absolute number
02-09-2021,18+ Age 24hr Vaccination,5803416,vaccination in absolute number
01-09-2021,18+ Age 1st Dose,503331527,vaccination in absolute number
01-09-2021,18+ Age 24hr Vaccination,10099446,vaccination in absolute number
31-08-2021,18+ Age 1st Dose,493020765,vaccination in absolute number
31-08-2021,18+ Age 24hr Vaccination,4375593,vaccination in absolute number
30-08-2021,18+ Age 1st Dose,488506288,vaccination in absolute number
30-08-2021,18+ Age 24hr Vaccination,2207010,vaccination in absolute number
28-08-2021,18+ Age 1st Dose,480876699,vaccination in absolute number
28-08-2021,18+ Age 24hr Vaccination,7707780,vaccination in absolute number
27-08-2021,18+ Age 1st Dose,472838773,vaccination in absolute number
27-08-2021,18+ Age 24hr Vaccination,5623145,vaccination in absolute number
26-08-2021,18+ Age 1st Dose,466880859,vaccination in absolute number
26-08-2021,18+ Age 24hr Vaccination,5846332,vaccination in absolute number
25-08-2021,18+ Age 1st Dose,460802783,vaccination in absolute number
25-08-2021,18+ Age 24hr Vaccination,4409540,vaccination in absolute number
24-08-2021,18+ Age 1st Dose,456151209,vaccination in absolute number
24-08-2021,18+ Age 24hr Vaccination,4591252,vaccination in absolute number
23-08-2021,18+ Age 1st Dose,451513534,vaccination in absolute number
23-08-2021,18+ Age 24hr Vaccination,548132,vaccination in absolute number
22-08-2021,18+ Age 1st Dose,450755650,vaccination in absolute number
22-08-2021,18+ Age 24hr Vaccination,3379941,vaccination in absolute number
21-08-2021,18+ Age 1st Dose,447303462,vaccination in absolute number
21-08-2021,18+ Age 24hr Vaccination,2657302,vaccination in absolute number
20-08-2021,18+ Age 1st Dose,444486031,vaccination in absolute number
20-08-2021,18+ Age 24hr Vaccination,4121630,vaccination in absolute number
19-08-2021,18+ Age 1st Dose,440102169,vaccination in absolute number
19-08-2021,18+ Age 24hr Vaccination,4223494,vaccination in absolute number
18-08-2021,18+ Age 1st Dose,435720056,vaccination in absolute number
18-08-2021,18+ Age 24hr Vaccination,4179215,vaccination in absolute number
17-08-2021,18+ Age 1st Dose,431194809,vaccination in absolute number
17-08-2021,18+ Age 24hr Vaccination,7076405,vaccination in absolute number
16-08-2021,18+ Age 1st Dose,424072750,vaccination in absolute number
16-08-2021,18+ Age 24hr Vaccination,1272829,vaccination in absolute number
15-08-2021,18+ Age 1st Dose,422575401,vaccination in absolute number
15-08-2021,18+ Age 24hr Vaccination,5477284,vaccination in absolute number
14-08-2021,18+ Age 1st Dose,416846115,vaccination in absolute number
14-08-2021,18+ Age 24hr Vaccination,5031693,vaccination in absolute number
13-08-2021,18+ Age 1st Dose,411629356,vaccination in absolute number
13-08-2021,18+ Age 24hr Vaccination,4510040,vaccination in absolute number
12-08-2021,18+ Age 1st Dose,406980329,vaccination in absolute number
12-08-2021,18+ Age 24hr Vaccination,3251001,vaccination in absolute number
11-08-2021,18+ Age 1st Dose,403596088,vaccination in absolute number
11-08-2021,18+ Age 24hr Vaccination,3050668,vaccination in absolute number
10-08-2021,18+ Age 1st Dose,400158057,vaccination in absolute number
10-08-2021,18+ Age 24hr Vaccination,4171832,vaccination in absolute number
09-08-2021,18+ Age 1st Dose,395667593,vaccination in absolute number
09-08-2021,18+ Age 24hr Vaccination,1091832,vaccination in absolute number
08-08-2021,18+ Age 1st Dose,394378151,vaccination in absolute number
08-08-2021,18+ Age 24hr Vaccination,4170304,vaccination in absolute number
07-08-2021,18+ Age 1st Dose,390041560,vaccination in absolute number
07-08-2021,18+ Age 24hr Vaccination,3747050,vaccination in absolute number
06-08-2021,18+ Age 1st Dose,385631050,vaccination in absolute number
06-08-2021,18+ Age 24hr Vaccination,4357617,vaccination in absolute number
05-08-2021,18+ Age 1st Dose,381126275,vaccination in absolute number
05-08-2021,18+ Age 24hr Vaccination,2781814,vaccination in absolute number
04-08-2021,18+ Age 1st Dose,378090597,vaccination in absolute number
04-08-2021,18+ Age 24hr Vaccination,5030316,vaccination in absolute number
03-08-2021,18+ Age 1st Dose,372626926,vaccination in absolute number
03-08-2021,18+ Age 24hr Vaccination,4473883,vaccination in absolute number
02-08-2021,18+ Age 1st Dose,367994586,vaccination in absolute number
02-08-2021,18+ Age 24hr Vaccination,1006421,vaccination in absolute number
01-08-2021,18+ Age 1st Dose,366806160,vaccination in absolute number
01-08-2021,18+ Age 24hr Vaccination,4352179,vaccination in absolute number
31-07-2021,18+ Age 1st Dose,359820313,vaccination in absolute number
31-07-2021,18+ Age 24hr Vaccination,3540582,vaccination in absolute number
30-07-2021,18+ Age 1st Dose,356140739,vaccination in absolute number
30-07-2021,18+ Age 24hr Vaccination,3485635,vaccination in absolute number
29-07-2021,18+ Age 1st Dose,352545271,vaccination in absolute number
29-07-2021,18+ Age 24hr Vaccination,3103883,vaccination in absolute number
28-07-2021,18+ Age 1st Dose,349324061,vaccination in absolute number
28-07-2021,18+ Age 24hr Vaccination,2619465,vaccination in absolute number
27-07-2021,18+ Age 1st Dose,346516149,vaccination in absolute number
27-07-2021,18+ Age 24hr Vaccination,4624576,vaccination in absolute number
26-07-2021,18+ Age 1st Dose,341802707,vaccination in absolute number
26-07-2021,18+ Age 24hr Vaccination,1298918,vaccination in absolute number
25-07-2021,18+ Age 1st Dose,340387695,vaccination in absolute number
25-07-2021,18+ Age 24hr Vaccination,3454570,vaccination in absolute number
24-07-2021,18+ Age 1st Dose,336819816,vaccination in absolute number
24-07-2021,18+ Age 24hr Vaccination,2725002,vaccination in absolute number
23-07-2021,18+ Age 1st Dose,333945151,vaccination in absolute number
23-07-2021,18+ Age 24hr Vaccination,3624007,vaccination in absolute number
22-07-2021,18+ Age 1st Dose,330259212,vaccination in absolute number
22-07-2021,18+ Age 24hr Vaccination,1469815,vaccination in absolute number
21-07-2021,18+ Age 1st Dose,328716212,vaccination in absolute number
21-07-2021,18+ Age 24hr Vaccination,2173546,vaccination in absolute number
20-07-2021,18+ Age 1st Dose,326392783,vaccination in absolute number
20-07-2021,18+ Age 24hr Vaccination,3376878,vaccination in absolute number
19-07-2021,18+ Age 1st Dose,322944436,vaccination in absolute number
19-07-2021,18+ Age 24hr Vaccination,913456,vaccination in absolute number
18-07-2021,18+ Age 1st Dose,321893762,vaccination in absolute number
18-07-2021,18+ Age 24hr Vaccination,3133329,vaccination in absolute number
17-07-2021,18+ Age 1st Dose,318665226,vaccination in absolute number
17-07-2021,18+ Age 24hr Vaccination,2446076,vaccination in absolute number
16-07-2021,18+ Age 1st Dose,316116189,vaccination in absolute number
16-07-2021,18+ Age 24hr Vaccination,2501990,vaccination in absolute number
15-07-2021,18+ Age 1st Dose,313529502,vaccination in absolute number
15-07-2021,18+ Age 24hr Vaccination,2034632,vaccination in absolute number
14-07-2021,18+ Age 1st Dose,311387539,vaccination in absolute number
14-07-2021,18+ Age 24hr Vaccination,2311502,vaccination in absolute number
13-07-2021,18+ Age 1st Dose,306612781,vaccination in absolute number
13-07-2021,18+ Age 24hr Vaccination,2558845,vaccination in absolute number
12-07-2021,18+ Age 1st Dose,304018852,vaccination in absolute number
12-07-2021,18+ Age 24hr Vaccination,786479,vaccination in absolute number
11-07-2021,18+ Age 1st Dose,303171498,vaccination in absolute number
11-07-2021,18+ Age 24hr Vaccination,2344925,vaccination in absolute number
10-07-2021,18+ Age 1st Dose,300742742,vaccination in absolute number
10-07-2021,18+ Age 24hr Vaccination,1950554,vaccination in absolute number
09-07-2021,18+ Age 1st Dose,298678913,vaccination in absolute number
09-07-2021,18+ Age 24hr Vaccination,2701200,vaccination in absolute number
08-07-2021,18+ Age 1st Dose,295889870,vaccination in absolute number
08-07-2021,18+ Age 24hr Vaccination,2073888,vaccination in absolute number
07-07-2021,18+ Age 1st Dose,293706832,vaccination in absolute number
07-07-2021,18+ Age 24hr Vaccination,2410107,vaccination in absolute number
06-07-2021,18+ Age 1st Dose,291172390,vaccination in absolute number
06-07-2021,18+ Age 24hr Vaccination,2788440,vaccination in absolute number
05-07-2021,18+ Age 1st Dose,288323682,vaccination in absolute number
05-07-2021,18+ Age 24hr Vaccination,1035804,vaccination in absolute number
04-07-2021,18+ Age 1st Dose,287137161,vaccination in absolute number
04-07-2021,18+ Age 24hr Vaccination,4208989,vaccination in absolute number
03-07-2021,18+ Age 1st Dose,282743449,vaccination in absolute number
03-07-2021,18+ Age 24hr Vaccination,3178534,vaccination in absolute number
02-07-2021,18+ Age 1st Dose,279454091,vaccination in absolute number
02-07-2021,18+ Age 24hr Vaccination,3280998,vaccination in absolute number
01-07-2021,18+ Age 1st Dose,276099880,vaccination in absolute number
01-07-2021,18+ Age 24hr Vaccination,2004587,vaccination in absolute number
30-06-2021,18+ Age 1st Dose,274013600,vaccination in absolute number
30-06-2021,18+ Age 24hr Vaccination,2742630,vaccination in absolute number
29-06-2021,18+ Age 1st Dose,271131337,vaccination in absolute number
29-06-2021,18+ Age 24hr Vaccination,4124221,vaccination in absolute number
28-06-2021,18+ Age 1st Dose,266933878,vaccination in absolute number
28-06-2021,18+ Age 24hr Vaccination,1390961,vaccination in absolute number
27-06-2021,18+ Age 1st Dose,265384559,vaccination in absolute number
27-06-2021,18+ Age 24hr Vaccination,5311163,vaccination in absolute number
26-06-2021,18+ Age 1st Dose,259834772,vaccination in absolute number
26-06-2021,18+ Age 24hr Vaccination,5202425,vaccination in absolute number
25-06-2021,18+ Age 1st Dose,253737871,vaccination in absolute number
25-06-2021,18+ Age 24hr Vaccination,5289673,vaccination in absolute number
24-06-2021,18+ Age 1st Dose,248224925,vaccination in absolute number
24-06-2021,18+ Age 24hr Vaccination,5852150,vaccination in absolute number
23-06-2021,18+ Age 1st Dose,241894504,vaccination in absolute number
23-06-2021,18+ Age 24hr Vaccination,4799769,vaccination in absolute number
22-06-2021,18+ Age 1st Dose,236681488,vaccination in absolute number
22-06-2021,18+ Age 24hr Vaccination,7837141,vaccination in absolute number
21-06-2021,18+ Age 1st Dose,228741774,vaccination in absolute number
21-06-2021,18+ Age 24hr Vaccination,2762051,vaccination in absolute number
19-06-2021,18+ Age 1st Dose,221901281,vaccination in absolute number
19-06-2021,18+ Age 24hr Vaccination,2913219,vaccination in absolute number
18-06-2021,18+ Age 1st Dose,218873616,vaccination in absolute number
18-06-2021,18+ Age 24hr Vaccination,2854220,vaccination in absolute number
17-06-2021,18+ Age 1st Dose,215848080,vaccination in absolute number
17-06-2021,18+ Age 24hr Vaccination,3096616,vaccination in absolute number
16-06-2021,18+ Age 1st Dose,212681921,vaccination in absolute number
16-06-2021,18+ Age 24hr Vaccination,2402842,vaccination in absolute number
15-06-2021,18+ Age 1st Dose,210166746,vaccination in absolute number
15-06-2021,18+ Age 24hr Vaccination,3482642,vaccination in absolute number
14-06-2021,18+ Age 1st Dose,206369672,vaccination in absolute number
14-06-2021,18+ Age 24hr Vaccination,1384115,vaccination in absolute number
13-06-2021,18+ Age 1st Dose,204893461,vaccination in absolute number
13-06-2021,18+ Age 24hr Vaccination,3103522,vaccination in absolute number
12-06-2021,18+ Age 1st Dose,201690149,vaccination in absolute number
12-06-2021,18+ Age 24hr Vaccination,3107978,vaccination in absolute number
11-06-2021,18+ Age 1st Dose,198511574,vaccination in absolute number
11-06-2021,18+ Age 24hr Vaccination,2954547,vaccination in absolute number
10-06-2021,18+ Age 1st Dose,195482945,vaccination in absolute number
10-06-2021,18+ Age 24hr Vaccination,3065951,vaccination in absolute number
09-06-2021,18+ Age 1st Dose,192137133,vaccination in absolute number
09-06-2021,18+ Age 24hr Vaccination,2468492,vaccination in absolute number
08-06-2021,18+ Age 1st Dose,189595747,vaccination in absolute number
08-06-2021,18+ Age 24hr Vaccination,3038289,vaccination in absolute number
07-06-2021,18+ Age 1st Dose,186514773,vaccination in absolute number
07-06-2021,18+ Age 24hr Vaccination,1311161,vaccination in absolute number
06-06-2021,18+ Age 1st Dose,185138502,vaccination in absolute number
06-06-2021,18+ Age 24hr Vaccination,3086209,vaccination in absolute number
05-06-2021,18+ Age 1st Dose,181952338,vaccination in absolute number
05-06-2021,18+ Age 24hr Vaccination,3374640,vaccination in absolute number
04-06-2021,18+ Age 1st Dose,178486097,vaccination in absolute number
04-06-2021,18+ Age 24hr Vaccination,2637501,vaccination in absolute number
03-06-2021,18+ Age 1st Dose,175665160,vaccination in absolute number
03-06-2021,18+ Age 24hr Vaccination,2190941,vaccination in absolute number
02-06-2021,18+ Age 1st Dose,173411496,vaccination in absolute number
02-06-2021,18+ Age 24hr Vaccination,2117733,vaccination in absolute number
01-06-2021,18+ Age 1st Dose,171200166,vaccination in absolute number
01-06-2021,18+ Age 24hr Vaccination,2479232,vaccination in absolute number
31-05-2021,18+ Age 1st Dose,168613371,vaccination in absolute number
31-05-2021,18+ Age 24hr Vaccination,933280,vaccination in absolute number
30-05-2021,18+ Age 1st Dose,167617477,vaccination in absolute number
30-05-2021,18+ Age 24hr Vaccination,2717372,vaccination in absolute number
29-05-2021,18+ Age 1st Dose,164779253,vaccination in absolute number
29-05-2021,18+ Age 24hr Vaccination,2830690,vaccination in absolute number
28-05-2021,18+ Age 1st Dose,161850092,vaccination in absolute number
28-05-2021,18+ Age 24hr Vaccination,2725111,vaccination in absolute number
27-05-2021,18+ Age 1st Dose,159025328,vaccination in absolute number
27-05-2021,18+ Age 24hr Vaccination,1733643,vaccination in absolute number
26-05-2021,18+ Age 1st Dose,157149593,vaccination in absolute number
26-05-2021,18+ Age 24hr Vaccination,1835190,vaccination in absolute number
25-05-2021,18+ Age 1st Dose,155235374,vaccination in absolute number
25-05-2021,18+ Age 24hr Vaccination,2251452,vaccination in absolute number
24-05-2021,18+ Age 1st Dose,152930249,vaccination in absolute number
24-05-2021,18+ Age 24hr Vaccination,885828,vaccination in absolute number
23-05-2021,18+ Age 1st Dose,151945271,vaccination in absolute number
23-05-2021,18+ Age 24hr Vaccination,1422996,vaccination in absolute number
22-05-2021,18+ Age 1st Dose,150501478,vaccination in absolute number
22-05-2021,18+ Age 24hr Vaccination,1271283,vaccination in absolute number
21-05-2021,18+ Age 1st Dose,149201320,vaccination in absolute number
21-05-2021,18+ Age 24hr Vaccination,1297089,vaccination in absolute number
20-05-2021,18+ Age 1st Dose,144623670,vaccination in absolute number
20-05-2021,18+ Age 24hr Vaccination,1009558,vaccination in absolute number
19-05-2021,18+ Age 1st Dose,143583902,vaccination in absolute number
19-05-2021,18+ Age 24hr Vaccination,1119565,vaccination in absolute number
18-05-2021,18+ Age 1st Dose,142428227,vaccination in absolute number
18-05-2021,18+ Age 24hr Vaccination,1267201,vaccination in absolute number
17-05-2021,18+ Age 1st Dose,141147770,vaccination in absolute number
17-05-2021,18+ Age 24hr Vaccination,614286,vaccination in absolute number
16-05-2021,18+ Age 1st Dose,140523796,vaccination in absolute number
16-05-2021,18+ Age 24hr Vaccination,1130928,vaccination in absolute number
15-05-2021,18+ Age 1st Dose,139375695,vaccination in absolute number
15-05-2021,18+ Age 24hr Vaccination,629445,vaccination in absolute number
14-05-2021,18+ Age 1st Dose,138719426,vaccination in absolute number
14-05-2021,18+ Age 24hr Vaccination,1034304,vaccination in absolute number
13-05-2021,18+ Age 1st Dose,137658380,vaccination in absolute number
13-05-2021,18+ Age 24hr Vaccination,998409,vaccination in absolute number
12-05-2021,18+ Age 1st Dose,136619734,vaccination in absolute number
12-05-2021,18+ Age 24hr Vaccination,1092452,vaccination in absolute number
11-05-2021,18+ Age 1st Dose,135494474,vaccination in absolute number
11-05-2021,18+ Age 24hr Vaccination,1075948,vaccination in absolute number
10-05-2021,18+ Age 1st Dose,134404867,vaccination in absolute number
10-05-2021,18+ Age 24hr Vaccination,405325,vaccination in absolute number
09-05-2021,18+ Age 1st Dose,133980544,vaccination in absolute number
09-05-2021,18+ Age 24hr Vaccination,837695,vaccination in absolute number
08-05-2021,18+ Age 1st Dose,133112446,vaccination in absolute number
08-05-2021,18+ Age 24hr Vaccination,987909,vaccination in absolute number
07-05-2021,18+ Age 1st Dose,132087824,vaccination in absolute number
07-05-2021,18+ Age 24hr Vaccination,1060064,vaccination in absolute number
06-05-2021,18+ Age 1st Dose,130974851,vaccination in absolute number
06-05-2021,18+ Age 24hr Vaccination,899163,vaccination in absolute number
05-05-2021,18+ Age 1st Dose,130044455,vaccination in absolute number
05-05-2021,18+ Age 24hr Vaccination,780066,vaccination in absolute number
04-05-2021,18+ Age 1st Dose,129227412,vaccination in absolute number
04-05-2021,18+ Age 24hr Vaccination,838343,vaccination in absolute number
03-05-2021,18+ Age 1st Dose,128374277,vaccination in absolute number
03-05-2021,18+ Age 24hr Vaccination,846391,vaccination in absolute number
02-05-2021,18+ Age 1st Dose,128171153,vaccination in absolute number
02-05-2021,18+ Age 24hr Vaccination,1114214,vaccination in absolute number
01-05-2021,18+ Age 1st Dose,127056746,vaccination in absolute number
01-05-2021,18+ Age 24hr Vaccination,1569846,vaccination in absolute number
30-04-2021,18+ Age 1st Dose,125486929,vaccination in absolute number
30-04-2021,18+ Age 24hr Vaccination,1274803,vaccination in absolute number
29-04-2021,18+ Age 1st Dose,124212143,vaccination in absolute number
29-04-2021,18+ Age 24hr Vaccination,1282135,vaccination in absolute number
28-04-2021,18+ Age 1st Dose,122930008,vaccination in absolute number
28-04-2021,18+ Age 24hr Vaccination,1569000,vaccination in absolute number
27-04-2021,18+ Age 1st Dose,121361009,vaccination in absolute number
27-04-2021,18+ Age 24hr Vaccination,2095223,vaccination in absolute number
26-04-2021,18+ Age 1st Dose,119265786,vaccination in absolute number
26-04-2021,18+ Age 24hr Vaccination,685944,vaccination in absolute number
25-04-2021,18+ Age 1st Dose,118580324,vaccination in absolute number
25-04-2021,18+ Age 24hr Vaccination,1643864,vaccination in absolute number
24-04-2021,18+ Age 1st Dose,116936487,vaccination in absolute number
24-04-2021,18+ Age 24hr Vaccination,1863024,vaccination in absolute number
23-04-2021,18+ Age 1st Dose,115073463,vaccination in absolute number
23-04-2021,18+ Age 24hr Vaccination,1925873,vaccination in absolute number
22-04-2021,18+ Age 1st Dose,113147596,vaccination in absolute number
22-04-2021,18+ Age 24hr Vaccination,1501704,vaccination in absolute number
21-04-2021,18+ Age 1st Dose,111645892,vaccination in absolute number
21-04-2021,18+ Age 24hr Vaccination,1986711,vaccination in absolute number
20-04-2021,18+ Age 1st Dose,109659181,vaccination in absolute number
20-04-2021,18+ Age 24hr Vaccination,2287419,vaccination in absolute number
19-04-2021,18+ Age 1st Dose,107371770,vaccination in absolute number
19-04-2021,18+ Age 24hr Vaccination,940725,vaccination in absolute number
18-04-2021,18+ Age 1st Dose,106431076,vaccination in absolute number
18-04-2021,18+ Age 24hr Vaccination,2022599,vaccination in absolute number
17-04-2021,18+ Age 1st Dose,104408484,vaccination in absolute number
17-04-2021,18+ Age 24hr Vaccination,2296008,vaccination in absolute number
16-04-2021,18+ Age 1st Dose,102349255,vaccination in absolute number
16-04-2021,18+ Age 24hr Vaccination,2170144,vaccination in absolute number
15-04-2021,18+ Age 1st Dose,100179199,vaccination in absolute number
15-04-2021,18+ Age 24hr Vaccination,2877473,vaccination in absolute number
14-04-2021,18+ Age 1st Dose,97301914,vaccination in absolute number
14-04-2021,18+ Age 24hr Vaccination,2258910,vaccination in absolute number
13-04-2021,18+ Age 1st Dose,95043039,vaccination in absolute number
13-04-2021,18+ Age 24hr Vaccination,3455640,vaccination in absolute number
12-04-2021,18+ Age 1st Dose,91587400,vaccination in absolute number
12-04-2021,18+ Age 24hr Vaccination,2701439,vaccination in absolute number
11-04-2021,18+ Age 1st Dose,88885961,vaccination in absolute number
11-04-2021,18+ Age 24hr Vaccination,3122109,vaccination in absolute number
10-04-2021,18+ Age 1st Dose,85763852,vaccination in absolute number
10-04-2021,18+ Age 24hr Vaccination,3006037,vaccination in absolute number
09-04-2021,18+ Age 1st Dose,82456522,vaccination in absolute number
09-04-2021,18+ Age 24hr Vaccination,3285004,vaccination in absolute number
08-04-2021,18+ Age 1st Dose,78763027,vaccination in absolute number
08-04-2021,18+ Age 24hr Vaccination,2690031,vaccination in absolute number
07-04-2021,18+ Age 1st Dose,75937015,vaccination in absolute number
07-04-2021,18+ Age 24hr Vaccination,3008087,vaccination in absolute number
06-04-2021,18+ Age 1st Dose,72277309,vaccination in absolute number
06-04-2021,18+ Age 24hr Vaccination,3900505,vaccination in absolute number
05-04-2021,18+ Age 1st Dose,68678838,vaccination in absolute number
05-04-2021,18+ Age 24hr Vaccination,1540676,vaccination in absolute number
04-04-2021,18+ Age 1st Dose,65739470,vaccination in absolute number
04-04-2021,18+ Age 24hr Vaccination,2480031,vaccination in absolute number
03-04-2021,18+ Age 1st Dose,63081589,vaccination in absolute number
03-04-2021,18+ Age 24hr Vaccination,2887779,vaccination in absolute number
02-04-2021,18+ Age 1st Dose,59148798,vaccination in absolute number
02-04-2021,18+ Age 24hr Vaccination,3365597,vaccination in absolute number
01-04-2021,18+ Age 1st Dose,55783201,vaccination in absolute number
01-04-2021,18+ Age 24hr Vaccination,1794166,vaccination in absolute number
31-03-2021,18+ Age 1st Dose,53989035,vaccination in absolute number
31-03-2021,18+ Age 24hr Vaccination,1777637,vaccination in absolute number
30-03-2021,18+ Age 1st Dose,52211398,vaccination in absolute number
30-03-2021,18+ Age 24hr Vaccination,551164,vaccination in absolute number
29-03-2021,18+ Age 1st Dose,51660234,vaccination in absolute number
29-03-2021,18+ Age 24hr Vaccination,218798,vaccination in absolute number
28-03-2021,18+ Age 1st Dose,51441436,vaccination in absolute number
28-03-2021,18+ Age 24hr Vaccination,2009805,vaccination in absolute number
27-03-2021,18+ Age 1st Dose,49426618,vaccination in absolute number
27-03-2021,18+ Age 24hr Vaccination,2425146,vaccination in absolute number
26-03-2021,18+ Age 1st Dose,47001472,vaccination in absolute number
26-03-2021,18+ Age 24hr Vaccination,2154934,vaccination in absolute number
25-03-2021,18+ Age 1st Dose,44846538,vaccination in absolute number
25-03-2021,18+ Age 24hr Vaccination,2113323,vaccination in absolute number
24-03-2021,18+ Age 1st Dose,42731952,vaccination in absolute number
24-03-2021,18+ Age 24hr Vaccination,2100799,vaccination in absolute number
23-03-2021,18+ Age 1st Dose,40631153,vaccination in absolute number
23-03-2021,18+ Age 24hr Vaccination,2903030,vaccination in absolute number
22-03-2021,18+ Age 1st Dose,37574302,vaccination in absolute number
22-03-2021,18+ Age 24hr Vaccination,449115,vaccination in absolute number
21-03-2021,18+ Age 1st Dose,37125187,vaccination in absolute number
21-03-2021,18+ Age 24hr Vaccination,2283157,vaccination in absolute number
20-03-2021,18+ Age 1st Dose,34842030,vaccination in absolute number
20-03-2021,18+ Age 24hr Vaccination,2415800,vaccination in absolute number
19-03-2021,18+ Age 1st Dose,32426230,vaccination in absolute number
19-03-2021,18+ Age 24hr Vaccination,1832287,vaccination in absolute number
18-03-2021,18+ Age 1st Dose,30600787,vaccination in absolute number
18-03-2021,18+ Age 24hr Vaccination,1738750,vaccination in absolute number
17-03-2021,18+ Age 1st Dose,28862037,vaccination in absolute number
17-03-2021,18+ Age 24hr Vaccination,1782553,vaccination in absolute number
16-03-2021,18+ Age 1st Dose,27079484,vaccination in absolute number
16-03-2021,18+ Age 24hr Vaccination,2627099,vaccination in absolute number
15-03-2021,18+ Age 1st Dose,24452385,vaccination in absolute number
15-03-2021,18+ Age 24hr Vaccination,120885,vaccination in absolute number
14-03-2021,18+ Age 1st Dose,24307635,vaccination in absolute number
14-03-2021,18+ Age 24hr Vaccination,1232131,vaccination in absolute number
13-03-2021,18+ Age 1st Dose,23075504,vaccination in absolute number
13-03-2021,18+ Age 24hr Vaccination,1639663,vaccination in absolute number
12-03-2021,18+ Age 1st Dose,21435841,vaccination in absolute number
12-03-2021,18+ Age 24hr Vaccination,402138,vaccination in absolute number
11-03-2021,18+ Age 1st Dose,21034481,vaccination in absolute number
11-03-2021,18+ Age 24hr Vaccination,1030243,vaccination in absolute number
10-03-2021,18+ Age 1st Dose,20004227,vaccination in absolute number
10-03-2021,18+ Age 24hr Vaccination,1060944,vaccination in absolute number
09-03-2021,18+ Age 1st Dose,18943283,vaccination in absolute number
09-03-2021,18+ Age 24hr Vaccination,1715380,vaccination in absolute number
08-03-2021,18+ Age 1st Dose,17227903,vaccination in absolute number
08-03-2021,18+ Age 24hr Vaccination,59600,vaccination in absolute number
07-03-2021,18+ Age 1st Dose,17168303,vaccination in absolute number
07-03-2021,18+ Age 24hr Vaccination,1171673,vaccination in absolute number
06-03-2021,18+ Age 1st Dose,15996683,vaccination in absolute number
06-03-2021,18+ Age 24hr Vaccination,1199848,vaccination in absolute number
05-03-2021,18+ Age 1st Dose,14796835,vaccination in absolute number
05-03-2021,18+ Age 24hr Vaccination,1056808,vaccination in absolute number
04-03-2021,18+ Age 1st Dose,13739121,vaccination in absolute number
04-03-2021,18+ Age 24hr Vaccination,831590,vaccination in absolute number
03-03-2021,18+ Age 1st Dose,12906771,vaccination in absolute number
03-03-2021,18+ Age 24hr Vaccination,652501,vaccination in absolute number
01-03-2021,18+ Age 1st Dose,12170732,vaccination in absolute number
01-03-2021,18+ Age 24hr Vaccination,325485,vaccination in absolute number
28-02-2021,18+ Age 1st Dose,11552857,vaccination in absolute number
27-02-2021,18+ Age 1st Dose,11552857,vaccination in absolute number
26-02-2021,18+ Age 1st Dose,11552857,vaccination in absolute number
26-02-2021,18+ Age 24hr Vaccination,113208,vaccination in absolute number
25-02-2021,18+ Age 1st Dose,11206188,vaccination in absolute number
25-02-2021,18+ Age 24hr Vaccination,151373,vaccination in absolute number
24-02-2021,18+ Age 1st Dose,10884879,vaccination in absolute number
24-02-2021,18+ Age 24hr Vaccination,117681,vaccination in absolute number
23-02-2021,18+ Age 1st Dose,10585757,vaccination in absolute number
23-02-2021,18+ Age 24hr Vaccination,98382,vaccination in absolute number
22-02-2021,18+ Age 1st Dose,10308552,vaccination in absolute number
22-02-2021,18+ Age 24hr Vaccination,159550,vaccination in absolute number
